2011-06-05,10,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2011-06-05,11,6346,THE SNOWMAN,JO NESBO
2011-06-05,12,5131,THE FIFTH WITNESS,MICHAEL CONNELLY
2011-06-05,13,5973,THE PARIS WIFE,PAULA MCLAIN
2011-06-05,14,30,2030,ALBERT BROOKS
2011-06-05,15,2336,I'LL WALK ALONE,MARY HIGGINS CLARK
2011-06-05,16,265,A TURN IN THE ROAD,DEBBIE MACOMBER
2011-06-12,1,1336,DEAD RECKONING,CHARLAINE HARRIS
2011-06-12,2,14,10TH ANNIVERSARY,JAMES PATTERSON AND MAXINE PAETRO
2011-06-12,3,1153,CONVICTION,AARON ALLSTON
2011-06-12,4,874,BURIED PREY,JOHN SANDFORD
2011-06-12,5,5504,THE JEFFERSON KEY,STEVE BERRY
2011-06-12,6,6322,THE SIXTH MAN,DAVID BALDACCI
2011-06-12,7,5571,THE LAND OF PAINTED CAVES,JEAN M. AUEL
2011-06-12,8,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2011-06-12,9,6346,THE SNOWMAN,JO NESBO
2011-06-12,10,5136,THE FINAL STORM,JEFF SHAARA
2011-06-12,11,4122,SIXKILL,ROBERT B. PARKER
2011-06-12,12,900,CALEB'S CROSSING,GERALDINE BROOKS
2011-06-12,13,5131,THE FIFTH WITNESS,MICHAEL CONNELLY
2011-06-12,14,30,2030,ALBERT BROOKS
2011-06-12,15,5973,THE PARIS WIFE,PAULA MCLAIN
2011-06-19,1,1548,DREAMS OF JOY,LISA SEE
2011-06-19,2,1336,DEAD RECKONING,CHARLAINE HARRIS
2011-06-19,3,14,10TH ANNIVERSARY,JAMES PATTERSON AND MAXINE PAETRO
2011-06-19,4,874,BURIED PREY,JOHN SANDFORD
2011-06-19,5,5504,THE JEFFERSON KEY,STEVE BERRY
2011-06-19,6,6322,THE SIXTH MAN,DAVID BALDACCI
2011-06-19,7,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2011-06-19,8,5571,THE LAND OF PAINTED CAVES,JEAN M. AUEL
2011-06-19,9,2593,KISS OF SNOW,NALINI SINGH
2011-06-19,10,6949,TRADER OF SECRETS,STEVE MARTINI
2011-06-19,11,1153,CONVICTION,AARON ALLSTON
2011-06-19,12,900,CALEB'S CROSSING,GERALDINE BROOKS
2011-06-19,13,6346,THE SNOWMAN,JO NESBO
2011-06-19,14,5136,THE FINAL STORM,JEFF SHAARA
2011-06-19,15,4122,SIXKILL,ROBERT B. PARKER
2011-06-19,16,5131,THE FIFTH WITNESS,MICHAEL CONNELLY
2011-06-26,1,2207,HIT LIST,LAURELL K. HAMILTON
2011-06-26,2,5548,THE KINGDOM,CLIVE CUSSLER WITH GRANT BLACKWOOD
2011-06-26,3,4311,STATE OF WONDER,ANN PATCHETT
2011-06-26,4,1336,DEAD RECKONING,CHARLAINE HARRIS
2011-06-26,5,4377,SUMMER RENTAL,MARY KAY ANDREWS
2011-06-26,6,1548,DREAMS OF JOY,LISA SEE
2011-06-26,7,14,10TH ANNIVERSARY,JAMES PATTERSON AND MAXINE PAETRO
2011-06-26,8,874,BURIED PREY,JOHN SANDFORD
2011-06-26,9,5504,THE JEFFERSON KEY,STEVE BERRY
2011-06-26,10,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2011-06-26,11,6322,THE SIXTH MAN,DAVID BALDACCI
2011-06-26,12,5571,THE LAND OF PAINTED CAVES,JEAN M. AUEL
2011-06-26,13,3844,ROBOPOCALYPSE,DANIEL H. WILSON
2011-06-26,14,5973,THE PARIS WIFE,PAULA MCLAIN
2011-06-26,15,5136,THE FINAL STORM,JEFF SHAARA
2011-07-03,1,335,AGAINST ALL ENEMIES,TOM CLANCY WITH PETER TELEP
2011-07-03,2,3394,ONE SUMMER,DAVID BALDACCI
2011-07-03,3,4311,STATE OF WONDER,ANN PATCHETT
2011-07-03,4,1871,FOLLY BEACH,DOROTHEA BENTON FRANK
2011-07-03,5,951,CARTE BLANCHE,JEFFERY DEAVER
2011-07-03,6,5548,THE KINGDOM,CLIVE CUSSLER WITH GRANT BLACKWOOD
2011-07-03,7,4117,SISTERHOOD EVERLASTING,ANN BRASHARES
2011-07-03,8,2207,HIT LIST,LAURELL K. HAMILTON
2011-07-03,9,14,10TH ANNIVERSARY,JAMES PATTERSON AND MAXINE PAETRO
2011-07-03,10,1336,DEAD RECKONING,CHARLAINE HARRIS
2011-07-03,11,5504,THE JEFFERSON KEY,STEVE BERRY
2011-07-03,12,874,BURIED PREY,JOHN SANDFORD
2011-07-03,13,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2011-07-03,14,4377,SUMMER RENTAL,MARY KAY ANDREWS
2011-07-03,15,1548,DREAMS OF JOY,LISA SEE
2011-07-10,1,4169,SMOKIN' SEVENTEEN,JANET EVANOVICH
2011-07-10,2,335,AGAINST ALL ENEMIES,TOM CLANCY WITH PETER TELEP
2011-07-10,3,4967,THE DEVIL COLONY,JAMES ROLLINS
2011-07-10,4,4311,STATE OF WONDER,ANN PATCHETT
2011-07-10,5,3394,ONE SUMMER,DAVID BALDACCI
2011-07-10,6,4096,SILVER GIRL,ELIN HILDERBRAND
2011-07-10,7,951,CARTE BLANCHE,JEFFERY DEAVER
2011-07-10,8,1871,FOLLY BEACH,DOROTHEA BENTON FRANK
2011-07-10,9,1729,FALLEN,KARIN SLAUGHTER
2011-07-10,10,4117,SISTERHOOD EVERLASTING,ANN BRASHARES
2011-07-10,11,5548,THE KINGDOM,CLIVE CUSSLER WITH GRANT BLACKWOOD
2011-07-10,12,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2011-07-10,13,1336,DEAD RECKONING,CHARLAINE HARRIS
2011-07-10,14,4377,SUMMER RENTAL,MARY KAY ANDREWS
2011-07-10,15,2880,MAINE,J. COURTNEY SULLIVAN
2011-07-10,16,14,10TH ANNIVERSARY,JAMES PATTERSON AND MAXINE PAETRO
2011-07-17,1,3309,NOW YOU SEE HER,JAMES PATTERSON AND MICHAEL LEDWIDGE
2011-07-17,2,4169,SMOKIN' SEVENTEEN,JANET EVANOVICH
2011-07-17,3,4311,STATE OF WONDER,ANN PATCHETT
2011-07-17,4,335,AGAINST ALL ENEMIES,TOM CLANCY WITH PETER TELEP
2011-07-17,5,3394,ONE SUMMER,DAVID BALDACCI
2011-07-17,6,4967,THE DEVIL COLONY,JAMES ROLLINS
2011-07-17,7,4096,SILVER GIRL,ELIN HILDERBRAND
2011-07-17,8,1871,FOLLY BEACH,DOROTHEA BENTON FRANK
2011-07-17,9,2880,MAINE,J. COURTNEY SULLIVAN
2011-07-17,10,951,CARTE BLANCHE,JEFFERY DEAVER
2011-07-17,11,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2011-07-17,12,4117,SISTERHOOD EVERLASTING,ANN BRASHARES
2011-07-17,13,5973,THE PARIS WIFE,PAULA MCLAIN
2011-07-17,14,1336,DEAD RECKONING,CHARLAINE HARRIS
2011-07-17,15,6491,THE THE HYPNOTIST,LARS KEPLER
2011-07-24,1,3309,NOW YOU SEE HER,JAMES PATTERSON AND MICHAEL LEDWIDGE
2011-07-24,2,4169,SMOKIN' SEVENTEEN,JANET EVANOVICH
2011-07-24,3,6302,THE SILENT GIRL,TESS GERRITSEN
2011-07-24,4,335,AGAINST ALL ENEMIES,TOM CLANCY WITH PETER TELEP
2011-07-24,5,4311,STATE OF WONDER,ANN PATCHETT
2011-07-24,6,3394,ONE SUMMER,DAVID BALDACCI
2011-07-24,7,2880,MAINE,J. COURTNEY SULLIVAN
2011-07-24,8,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2011-07-24,9,675,BETRAYAL OF TRUST,J. A. JANCE
2011-07-24,10,4096,SILVER GIRL,ELIN HILDERBRAND
2011-07-24,11,1648,ESCAPE,BARBARA DELINSKY
2011-07-24,12,4967,THE DEVIL COLONY,JAMES ROLLINS
2011-07-24,13,5973,THE PARIS WIFE,PAULA MCLAIN
2011-07-24,14,1871,FOLLY BEACH,DOROTHEA BENTON FRANK
2011-07-24,15,1336,DEAD RECKONING,CHARLAINE HARRIS
2011-07-31,1,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2011-07-31,2,3309,NOW YOU SEE HER,JAMES PATTERSON AND MICHAEL LEDWIDGE
2011-07-31,3,6774,THEN CAME YOU,JENNIFER WEINER
2011-07-31,4,4169,SMOKIN' SEVENTEEN,JANET EVANOVICH
2011-07-31,5,3684,QUINN,IRIS JOHANSEN
2011-07-31,6,4311,STATE OF WONDER,ANN PATCHETT
2011-07-31,7,634,BEFORE I GO TO SLEEP,S. J. WATSON
2011-07-31,8,335,AGAINST ALL ENEMIES,TOM CLANCY WITH PETER TELEP
2011-07-31,9,3394,ONE SUMMER,DAVID BALDACCI
2011-07-31,10,2454,IRON HOUSE,JOHN HART
2011-07-31,11,6302,THE SILENT GIRL,TESS GERRITSEN
2011-07-31,12,2880,MAINE,J. COURTNEY SULLIVAN
2011-07-31,13,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2011-07-31,14,5973,THE PARIS WIFE,PAULA MCLAIN
2011-07-31,15,4967,THE DEVIL COLONY,JAMES ROLLINS
2011-07-31,16,4096,SILVER GIRL,ELIN HILDERBRAND
2011-08-07,1,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2011-08-07,2,3570,PORTRAIT OF A SPY,DANIEL SILVA
2011-08-07,3,2099,HAPPY BIRTHDAY,DANIELLE STEEL
2011-08-07,4,4256,SPLIT SECOND,CATHERINE COULTER
2011-08-07,5,3309,NOW YOU SEE HER,JAMES PATTERSON AND MICHAEL LEDWIDGE
2011-08-07,6,4169,SMOKIN' SEVENTEEN,JANET EVANOVICH
2011-08-07,7,6774,THEN CAME YOU,JENNIFER WEINER
2011-08-07,8,4311,STATE OF WONDER,ANN PATCHETT
2011-08-07,9,4701,THE BOURNE DOMINION,ERIC VAN LUSTBADER
2011-08-07,10,335,AGAINST ALL ENEMIES,TOM CLANCY WITH PETER TELEP
2011-08-07,11,3394,ONE SUMMER,DAVID BALDACCI
2011-08-07,12,885,BURNT MOUNTAIN,ANNE RIVERS SIDDONS
2011-08-07,13,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2011-08-07,14,2880,MAINE,J. COURTNEY SULLIVAN
2011-08-07,15,5973,THE PARIS WIFE,PAULA MCLAIN
2011-08-07,16,634,BEFORE I GO TO SLEEP,S. J. WATSON
2011-08-14,1,1984,GHOST STORY,JIM BUTCHER
2011-08-14,2,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2011-08-14,3,1948,FULL BLACK,BRAD THOR
2011-08-14,4,3570,PORTRAIT OF A SPY,DANIEL SILVA
2011-08-14,5,2099,HAPPY BIRTHDAY,DANIELLE STEEL
2011-08-14,6,3309,NOW YOU SEE HER,JAMES PATTERSON AND MICHAEL LEDWIDGE
2011-08-14,7,4169,SMOKIN' SEVENTEEN,JANET EVANOVICH
2011-08-14,8,4311,STATE OF WONDER,ANN PATCHETT
2011-08-14,9,4256,SPLIT SECOND,CATHERINE COULTER
2011-08-14,10,6774,THEN CAME YOU,JENNIFER WEINER
2011-08-14,11,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2011-08-14,12,4701,THE BOURNE DOMINION,ERIC VAN LUSTBADER
2011-08-14,13,5973,THE PARIS WIFE,PAULA MCLAIN
2011-08-14,14,335,AGAINST ALL ENEMIES,TOM CLANCY WITH PETER TELEP
2011-08-14,15,3394,ONE SUMMER,DAVID BALDACCI
2011-08-14,16,3878,RULES OF CIVILITY,AMOR TOWLES
2011-08-21,1,1101,COLD VENGEANCE,DOUGLAS PRESTON AND LINCOLN CHILD
2011-08-21,2,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2011-08-21,3,1948,FULL BLACK,BRAD THOR
2011-08-21,4,3777,RETRIBUTION,SHERRILYN KENYON
2011-08-21,5,1984,GHOST STORY,JIM BUTCHER
2011-08-21,6,3570,PORTRAIT OF A SPY,DANIEL SILVA
2011-08-21,7,2099,HAPPY BIRTHDAY,DANIELLE STEEL
2011-08-21,8,3309,NOW YOU SEE HER,JAMES PATTERSON AND MICHAEL LEDWIDGE
2011-08-21,9,4311,STATE OF WONDER,ANN PATCHETT
2011-08-21,10,4169,SMOKIN' SEVENTEEN,JANET EVANOVICH
2011-08-21,11,6774,THEN CAME YOU,JENNIFER WEINER
2011-08-21,12,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2011-08-21,13,4256,SPLIT SECOND,CATHERINE COULTER
2011-08-21,14,5973,THE PARIS WIFE,PAULA MCLAIN
2011-08-21,15,562,BACK OF BEYOND,C. J. BOX
2011-08-28,1,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2011-08-28,2,5456,THE IDEAL MAN,JULIE GARWOOD
2011-08-28,3,1948,FULL BLACK,BRAD THOR
2011-08-28,4,7127,VICTORY AND HONOR,W.E.B. GRIFFIN AND WILLIAM E. BUTTERWORTH IV
2011-08-28,5,1101,COLD VENGEANCE,DOUGLAS PRESTON AND LINCOLN CHILD
2011-08-28,6,1984,GHOST STORY,JIM BUTCHER
2011-08-28,7,4290,STAR WARS-FATE OF THE JEDI-ASCENSION,CHRISTIE GOLDEN
2011-08-28,8,5737,THE MAGICIAN KING,LEV GROSSMAN
2011-08-28,9,3570,PORTRAIT OF A SPY,DANIEL SILVA
2011-08-28,10,3777,RETRIBUTION,SHERRILYN KENYON
2011-08-28,11,5381,THE HELP,KATHRYN STOCKETT
2011-08-28,12,3309,NOW YOU SEE HER,JAMES PATTERSON AND MICHAEL LEDWIDGE
2011-08-28,13,4169,SMOKIN' SEVENTEEN,JANET EVANOVICH
2011-08-28,14,4311,STATE OF WONDER,ANN PATCHETT
2011-08-28,15,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2011-09-04,1,5927,THE OMEN MACHINE,TERRY GOODKIND
2011-09-04,2,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2011-09-04,3,1948,FULL BLACK,BRAD THOR
2011-09-04,4,5381,THE HELP,KATHRYN STOCKETT
2011-09-04,5,1101,COLD VENGEANCE,DOUGLAS PRESTON AND LINCOLN CHILD
2011-09-04,6,1984,GHOST STORY,JIM BUTCHER
2011-09-04,7,5456,THE IDEAL MAN,JULIE GARWOOD
2011-09-04,8,3570,PORTRAIT OF A SPY,DANIEL SILVA
2011-09-04,9,7127,VICTORY AND HONOR,W.E.B. GRIFFIN AND WILLIAM E. BUTTERWORTH IV
2011-09-04,10,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2011-09-04,11,3309,NOW YOU SEE HER,JAMES PATTERSON AND MICHAEL LEDWIDGE
2011-09-04,12,4311,STATE OF WONDER,ANN PATCHETT
2011-09-04,13,3878,RULES OF CIVILITY,AMOR TOWLES
2011-09-04,14,5973,THE PARIS WIFE,PAULA MCLAIN
2011-09-04,15,5737,THE MAGICIAN KING,LEV GROSSMAN
2011-09-04,16,4290,STAR WARS-FATE OF THE JEDI-ASCENSION,CHRISTIE GOLDEN
2011-09-11,1,1847,FLASH AND BONES,KATHY REICHS
2011-09-11,2,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2011-09-11,3,5784,THE MEASURE OF THE MAGIC,TERRY BROOKS
2011-09-11,4,5927,THE OMEN MACHINE,TERRY GOODKIND
2011-09-11,5,1101,COLD VENGEANCE,DOUGLAS PRESTON AND LINCOLN CHILD
2011-09-11,6,1948,FULL BLACK,BRAD THOR
2011-09-11,7,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2011-09-11,8,5381,THE HELP,KATHRYN STOCKETT
2011-09-11,9,1984,GHOST STORY,JIM BUTCHER
2011-09-11,10,5973,THE PARIS WIFE,PAULA MCLAIN
2011-09-11,11,3570,PORTRAIT OF A SPY,DANIEL SILVA
2011-09-11,12,4311,STATE OF WONDER,ANN PATCHETT
2011-09-11,13,3394,ONE SUMMER,DAVID BALDACCI
2011-09-11,14,5456,THE IDEAL MAN,JULIE GARWOOD
2011-09-11,15,3309,NOW YOU SEE HER,JAMES PATTERSON AND MICHAEL LEDWIDGE
2011-09-11,16,7127,VICTORY AND HONOR,W.E.B. GRIFFIN AND WILLIAM E. BUTTERWORTH IV
2011-09-18,1,2554,KILL ME IF YOU CAN,JAMES PATTERSON AND MARSHALL KARP
2011-09-18,2,6359,THE SOOKIE STACKHOUSE COMPANION,CHARLAINE HARRIS
2011-09-18,3,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2011-09-18,4,264,A TRICK OF THE LIGHT,LOUISE PENNY
2011-09-18,5,1847,FLASH AND BONES,KATHY REICHS
2011-09-18,6,5639,THE LEFTOVERS,TOM PERROTTA
2011-09-18,7,3400,ONLY TIME WILL TELL,JEFFREY ARCHER
2011-09-18,8,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2011-09-18,9,5381,THE HELP,KATHRYN STOCKETT
2011-09-18,10,5927,THE OMEN MACHINE,TERRY GOODKIND
2011-09-18,11,5973,THE PARIS WIFE,PAULA MCLAIN
2011-09-18,12,1101,COLD VENGEANCE,DOUGLAS PRESTON AND LINCOLN CHILD
2011-09-18,13,5573,THE LANGUAGE OF FLOWERS,VANESSA DIFFENBAUGH
2011-09-18,14,4311,STATE OF WONDER,ANN PATCHETT
2011-09-18,15,5784,THE MEASURE OF THE MAGIC,TERRY BROOKS
2011-09-18,16,1948,FULL BLACK,BRAD THOR
2011-09-25,1,2554,KILL ME IF YOU CAN,JAMES PATTERSON AND MARSHALL KARP
2011-09-25,2,6091,THE RACE,CLIVE CUSSLER AND JUSTIN SCOTT
2011-09-25,3,1284,DARK PREDATOR,CHRISTINE FEEHAN
2011-09-25,4,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2011-09-25,5,3605,PREY,LINDA HOWARD
2011-09-25,6,4567,THE ART OF FIELDING,CHAD HARBACH
2011-09-25,7,3527,PIRATE KING,LAURIE R. KING
2011-09-25,8,5639,THE LEFTOVERS,TOM PERROTTA
2011-09-25,9,1847,FLASH AND BONES,KATHY REICHS
2011-09-25,10,5973,THE PARIS WIFE,PAULA MCLAIN
2011-09-25,11,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2011-09-25,12,6471,THE TEARS OF THE SUN,S. M. STIRLING
2011-09-25,13,5381,THE HELP,KATHRYN STOCKETT
2011-09-25,14,6359,THE SOOKIE STACKHOUSE COMPANION,CHARLAINE HARRIS
2011-09-25,15,264,A TRICK OF THE LIGHT,LOUISE PENNY
2011-09-25,16,3400,ONLY TIME WILL TELL,JEFFREY ARCHER
2011-10-02,1,3201,NEW YORK TO DALLAS,J. D. ROBB
2011-10-02,2,5882,THE NIGHT CIRCUS,ERIN MORGENSTERN
2011-10-02,3,2554,KILL ME IF YOU CAN,JAMES PATTERSON AND MARSHALL KARP
2011-10-02,4,294,ABUSE OF POWER,MICHAEL SAVAGE
2011-10-02,5,3834,ROBERT B. PARKER'S KILLING THE BLUES,MICHAEL BRANDMAN
2011-10-02,6,6091,THE RACE,CLIVE CUSSLER AND JUSTIN SCOTT
2011-10-02,7,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2011-10-02,8,2285,HOW FIRM A FOUNDATION,DAVID WEBER
2011-10-02,9,4567,THE ART OF FIELDING,CHAD HARBACH
2011-10-02,10,2010,GODDESS OF VENGEANCE,JACKIE COLLINS
2011-10-02,11,5973,THE PARIS WIFE,PAULA MCLAIN
2011-10-02,12,1284,DARK PREDATOR,CHRISTINE FEEHAN
2011-10-02,13,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2011-10-02,14,3400,ONLY TIME WILL TELL,JEFFREY ARCHER
2011-10-02,15,4311,STATE OF WONDER,ANN PATCHETT
2011-10-02,16,1847,FLASH AND BONES,KATHY REICHS
2011-10-09,1,2148,HEAT RISES,RICHARD CASTLE
2011-10-09,2,2675,LETHAL,SANDRA BROWN
2011-10-09,3,5882,THE NIGHT CIRCUS,ERIN MORGENSTERN
2011-10-09,4,3726,REAMDE,NEAL STEPHENSON
2011-10-09,5,4208,SON OF STONE,STUART WOODS
2011-10-09,6,3201,NEW YORK TO DALLAS,J. D. ROBB
2011-10-09,7,2554,KILL ME IF YOU CAN,JAMES PATTERSON AND MARSHALL KARP
2011-10-09,8,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2011-10-09,9,4567,THE ART OF FIELDING,CHAD HARBACH
2011-10-09,10,6091,THE RACE,CLIVE CUSSLER AND JUSTIN SCOTT
2011-10-09,11,3834,ROBERT B. PARKER'S KILLING THE BLUES,MICHAEL BRANDMAN
2011-10-09,12,294,ABUSE OF POWER,MICHAEL SAVAGE
2011-10-09,13,2010,GODDESS OF VENGEANCE,JACKIE COLLINS
2011-10-09,14,5973,THE PARIS WIFE,PAULA MCLAIN
2011-10-09,15,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2011-10-09,16,4311,STATE OF WONDER,ANN PATCHETT
2011-10-16,1,4524,THE AFFAIR,LEE CHILD
2011-10-16,2,17,1225 CHRISTMAS TREE LANE,DEBBIE MACOMBER
2011-10-16,3,1783,FEAST DAY OF FOOLS,JAMES LEE BURKE
2011-10-16,4,5882,THE NIGHT CIRCUS,ERIN MORGENSTERN
2011-10-16,5,2675,LETHAL,SANDRA BROWN
2011-10-16,6,354,ALEPH,PAULO COELHO
2011-10-16,7,4208,SON OF STONE,STUART WOODS
2011-10-16,8,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2011-10-16,9,3201,NEW YORK TO DALLAS,J. D. ROBB
2011-10-16,10,2148,HEAT RISES,RICHARD CASTLE
2011-10-16,11,2554,KILL ME IF YOU CAN,JAMES PATTERSON AND MARSHALL KARP
2011-10-16,12,3726,REAMDE,NEAL STEPHENSON
2011-10-16,13,3240,NIGHTWOODS,CHARLES FRAZIER
2011-10-16,14,4567,THE ART OF FIELDING,CHAD HARBACH
2011-10-16,15,6091,THE RACE,CLIVE CUSSLER AND JUSTIN SCOTT
2011-10-16,16,3839,ROBERT B. PARKER���S KILLING THE BLUES,MICHAEL BRANDMAN
2011-10-23,1,4064,SHOCK WAVE,JOHN SANDFORD
2011-10-23,2,4524,THE AFFAIR,LEE CHILD
2011-10-23,3,4398,SURVIVORS,JAMES WESLEY RAWLES
2011-10-23,4,3193,NEVERWINTER,R. A. SALVATORE
2011-10-23,5,5882,THE NIGHT CIRCUS,ERIN MORGENSTERN
2011-10-23,6,2675,LETHAL,SANDRA BROWN
2011-10-23,7,354,ALEPH,PAULO COELHO
2011-10-23,8,17,1225 CHRISTMAS TREE LANE,DEBBIE MACOMBER
2011-10-23,9,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2011-10-23,10,1783,FEAST DAY OF FOOLS,JAMES LEE BURKE
2011-10-23,11,5008,THE DOVEKEEPERS,ALICE HOFFMAN
2011-10-23,12,2721,LIONHEART,SHARON KAY PENMAN
2011-10-23,13,4208,SON OF STONE,STUART WOODS
2011-10-23,14,3201,NEW YORK TO DALLAS,J. D. ROBB
2011-10-23,15,4567,THE ART OF FIELDING,CHAD HARBACH
2011-10-23,16,3240,NIGHTWOODS,CHARLES FRAZIER
2011-10-30,1,4618,THE BEST OF ME,NICHOLAS SPARKS
2011-10-30,2,5769,THE MARRIAGE PLOT,JEFFREY EUGENIDES
2011-10-30,3,4176,SNUFF,TERRY PRATCHETT
2011-10-30,4,4524,THE AFFAIR,LEE CHILD
2011-10-30,5,4064,SHOCK WAVE,JOHN SANDFORD
2011-10-30,6,5882,THE NIGHT CIRCUS,ERIN MORGENSTERN
2011-10-30,7,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2011-10-30,8,2675,LETHAL,SANDRA BROWN
2011-10-30,9,5008,THE DOVEKEEPERS,ALICE HOFFMAN
2011-10-30,10,17,1225 CHRISTMAS TREE LANE,DEBBIE MACOMBER
2011-10-30,11,4398,SURVIVORS,JAMES WESLEY RAWLES
2011-10-30,12,2148,HEAT RISES,RICHARD CASTLE
2011-10-30,13,5973,THE PARIS WIFE,PAULA MCLAIN
2011-10-30,14,3193,NEVERWINTER,R. A. SALVATORE
2011-10-30,15,3240,NIGHTWOODS,CHARLES FRAZIER
2011-10-30,16,4567,THE ART OF FIELDING,CHAD HARBACH
2011-11-06,1,4618,THE BEST OF ME,NICHOLAS SPARKS
2011-11-06,2,4839,THE CHRISTMAS WEDDING,JAMES PATTERSON AND RICHARD DILALLO
2011-11-06,3,804,BONNIE,IRIS JOHANSEN
2011-11-06,4,5769,THE MARRIAGE PLOT,JEFFREY EUGENIDES
2011-11-06,5,4524,THE AFFAIR,LEE CHILD
2011-11-06,6,1248,DAMNED,CHUCK PALAHNIUK
2011-11-06,7,4064,SHOCK WAVE,JOHN SANDFORD
2011-11-06,8,6250,THE SENSE OF AN ENDING,JULIAN BARNES
2011-11-06,9,6473,THE TEHRAN INITIATIVE,JOEL C. ROSENBERG
2011-11-06,10,5566,THE LADY OF THE RIVERS,PHILIPPA GREGORY
2011-11-06,11,5882,THE NIGHT CIRCUS,ERIN MORGENSTERN
2011-11-06,12,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2011-11-06,13,5008,THE DOVEKEEPERS,ALICE HOFFMAN
2011-11-06,14,1508,DOUBLE DEXTER,JEFF LINDSAY
2011-11-06,15,17,1225 CHRISTMAS TREE LANE,DEBBIE MACOMBER
2011-11-06,16,7415,ZONE ONE,COLSON WHITEHEAD
2011-11-13,1,5670,THE LITIGATORS,JOHN GRISHAM
2011-11-13,2,26,1Q84,HARUKI MURAKAMI
2011-11-13,3,4618,THE BEST OF ME,NICHOLAS SPARKS
2011-11-13,4,6344,THE SNOW ANGEL,GLENN BECK
2011-11-13,5,4839,THE CHRISTMAS WEDDING,JAMES PATTERSON AND RICHARD DILALLO
2011-11-13,6,5769,THE MARRIAGE PLOT,JEFFREY EUGENIDES
2011-11-13,7,5884,THE NIGHT ETERNAL,GUILLERMO DEL TORO AND CHUCK HOGAN
2011-11-13,8,4524,THE AFFAIR,LEE CHILD
2011-11-13,9,1248,DAMNED,CHUCK PALAHNIUK
2011-11-13,10,4064,SHOCK WAVE,JOHN SANDFORD
2011-11-13,11,6250,THE SENSE OF AN ENDING,JULIAN BARNES
2011-11-13,12,804,BONNIE,IRIS JOHANSEN
2011-11-13,13,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2011-11-13,14,5882,THE NIGHT CIRCUS,ERIN MORGENSTERN
2011-11-13,15,5008,THE DOVEKEEPERS,ALICE HOFFMAN
2011-11-20,1,7410,ZERO DAY,DAVID BALDACCI
2011-11-20,2,5670,THE LITIGATORS,JOHN GRISHAM
2011-11-20,3,4618,THE BEST OF ME,NICHOLAS SPARKS
2011-11-20,4,2276,HOTEL VENDOME,DANIELLE STEEL
2011-11-20,5,2789,LOST DECEMBER,RICHARD PAUL EVANS
2011-11-20,6,26,1Q84,HARUKI MURAKAMI
2011-11-20,7,4839,THE CHRISTMAS WEDDING,JAMES PATTERSON AND RICHARD DILALLO
2011-11-20,8,6344,THE SNOW ANGEL,GLENN BECK
2011-11-20,9,3424,OUT OF OZ,GREGORY MAGUIRE
2011-11-20,10,5769,THE MARRIAGE PLOT,JEFFREY EUGENIDES
2011-11-20,11,4524,THE AFFAIR,LEE CHILD
2011-11-20,12,6667,THE WEDDING QUILT,JENNIFER CHIAVERINI
